fx,sno,title,imdbRating,id,sentiment
1823,1823,M.A.N.T.I.S. (TV Series 1994– ),6.5,4171_1,1
1824,1824,Main Khiladi Tu Anari (1994),6.4,6498_2,0
1825,1825,Cannibal! The Musical (1993),7.3,11893_1,0
1826,1826,Letztes Gefecht am Saber River (TV Movie 1997),6.9,8209_10,1
1827,1827,Zeit der trunkenen Pferde (2000),7.7,4866_3,0
1828,1828,Schiffbruch (TV Movie 2001),6.2,1077_3,1
1829,1829,Safecrackers oder Diebe haben's schwer (2002),6.4,10916_7,0
1830,1830,Die Pretender - Insel der Gequälten (TV Movie 2001),7.2,6027_4,0
1831,1831,Farscape Undressed (TV Movie 2001),8.1,9308_7,1
1832,1832,The Office (TV Series 2001–2003),8.7,7130_1,0
1833,1833,Darkened Room (2002),5.7,3326_4,0
1834,1834,Bertelsen - DR2s talkshow (TV Series 1999– ),8.1,6680_3,0
1835,1835,Mere Yaar Ki Shaadi Hai (2002),5.3,1707_8,1
1836,1836,Ferkels großes Abenteuer (2003),5.9,5106_1,0
1837,1837,Tideland (2005),6.6,1408_10,1
1838,1838,Good News (1947),8.2,6773_8,1
1839,1839,Dancing with the Stars (TV Series 2004– ),4.4,940_3,0
1840,1840,Terminator (1984),8.1,10890_10,1
1841,1841,Tödliche Versprechen (2007),7.7,3678_10,1
1842,1842,Mystery Science Theater 3000 Jungle Goddess (TV Episode 1990),7.7,6871_9,1
1843,1843,Die Insel (2005),6.9,10196_8,1
1844,1844,Bill & Ted's verrückte Reise durch die Zeit (1989),6.9,12369_1,0
1845,1845,The Force Is with Them: The Legacy of 'Star Wars' (Video 2004),6.1,4070_10,1
1846,1846,Always - Der Feuerengel von Montana (1989),6.4,11755_7,1
1847,1847,Die Seaview - In geheimer Mission (TV Series 1964–1968),7.3,9095_3,0
1848,1848,Das goldene Zeitalter (1930),7.6,10863_1,0
1849,1849,Familienbande (TV Series 1982–1989),7.1,7109_7,1
1850,1850,Auf der Jagd nach dem grünen Diamanten (1984),6.9,1844_3,0
1851,1851,Rocky IV - Der Kampf des Jahrhunderts (1985),6.6,8228_2,0
1852,1852,Leviathan (1989),5.7,9631_4,0
1853,1853,Aimée & Jaguar (1999),7.3,3920_4,0
1854,1854,Befreiung (1969),8,19_1,0
1855,1855,Makellos (1999),6.4,3929_2,0
1856,1856,Who Wants to Be a Millionaire (TV Series 1998– ),6.4,1506_2,0
1857,1857,Hardball (2001),6.3,6877_3,0
1858,1858,Wir leben nicht mehr hier (2004),6.4,12154_7,1
1859,1859,Der Duft von Lavendel (2004),7.1,6572_3,0
1860,1860,Die Legende des Zorro (2005),5.9,1557_2,0
1861,1861,Offscreen (2006),6.5,11836_7,0
1862,1862,Der Tiger und der Schnee (2005),7.2,9380_9,0
1863,1863,100 Greatest Cartoons (2005),6.5,11725_4,0
1864,1864,CSI: Miami Fade Out (TV Episode 2006),7.1,6317_9,1
1865,1865,Der Weg nach Rio (1947),7.4,5022_1,0
1866,1866,Mystery Science Theater 3000 The Deadly Bees (TV Episode 1998),8.4,132_1,0
1867,1867,Veronica Mars Weapons of Class Destruction (TV Episode 2005),6.9,9303_8,0
1868,1868,Das Massaker von Katyn (2007),7,4739_10,1
1869,1869,The Road (2009),7.3,11228_10,1
1870,1870,Eagle Eye - Außer Kontrolle (2008),6.6,7913_1,0
1871,1871,Hamlet 2 (2008),6.4,1304_3,0
1872,1872,Julie & Julia (2009),7,2725_10,1
1873,1873,TinkerBell - Die Suche nach dem verlorenen Schatz (2009),6.7,8484_2,0
1874,1874,Letters to God (2010),6,1866_9,1
1875,1875,Soy tu dueña (TV Series 2010– ),7.4,12446_9,1
1876,1876,Bum Reviews Wall-E (TV Episode 2008),6.5,11406_1,0
1877,1877,Das Glück in der Mansarde (1927),7.9,7056_4,0
1878,1878,Die schwarze Perle (1953),6.4,8615_10,1
1879,1879,The Nostalgia Chick Top 10 Hottest Animated Guys (TV Episode 2012),5.4,12284_10,1
1880,1880,In a World... (2013),6.8,3279_9,1
1881,1881,The House of Exorcism (1975),5.3,9243_1,0
1882,1882,Der Schatz im Silbersee (1962),6.9,11_8,1
1883,1883,Die siegreichen Drei (1962),6.2,427_10,1
1884,1884,Snitch - Ein riskanter Deal (2013),6.5,5446_7,1
1885,1885,Abenteuer eines Pechvogels (1950),6.7,846_7,0
1886,1886,Megamind (2010),7.3,2545_4,1
1887,1887,Eden Log (2007),5.3,8635_10,1
1888,1888,Yperoha plasmata (TV Series 2007– ),7.3,4410_8,1
1889,1889,Brighton Rock (2010),5.8,875_10,1
1890,1890,Luther (TV Series 2010–2013),8.6,392_2,0
1891,1891,The Tonight Show with Conan O'Brien Episode #1.35 (TV Episode 2009),7.1,8819_3,0
1892,1892,Breaking Dawn - Bis(s) zum Ende der Nacht: Teil 2 (2012),5.6,12202_1,0
1893,1893,Buck - Der wahre Pferdeflüsterer (2011),7.6,1370_4,1
1894,1894,New Girl (TV Series 2011– ),7.9,340_2,0
1895,1895,The Story of Film: An Odyssey Episode #1.2 (TV Episode 2011),7.6,179_1,0
1896,1896,The Story of Film: An Odyssey Episode #1.11 (TV Episode 2011),7.4,11332_8,1
1897,1897,Cheap Thrills (2013),6.9,10396_4,1
1898,1898,Ghar KI Baat Hain (TV Series 2009–2010),8.3,8321_1,0
1899,1899,Main Tera Hero (2014),5.6,6384_3,0
1900,1900,Die Zwangsjacke (1964),6.8,5951_9,1
1901,1901,Valdez (1971),6.8,8137_1,0
1902,1902,Invasion of the Bee Girls (1973),5.1,12009_10,1
1903,1903,Hügel der blutigen Augen (1977),6.4,2103_8,1
1904,1904,Die Hunde sind los (1982),7.9,11153_2,0
1905,1905,Pee-wees irre Abenteuer (1985),7,4945_10,1
1906,1906,Pennies from Heaven (1936),6.7,3193_3,0
1907,1907,Mad City (1997),6.2,921_9,1
1908,1908,Steve McQueen: The King of Cool (TV Movie 1998),7.7,10446_10,1
1909,1909,Mädchen im Nachtverkehr (1976),5.7,9961_9,1
1910,1910,La petite vendeuse de soleil (1999),7.3,11420_4,0
1911,1911,Da Ali G Show (TV Series 2000– ),8,6954_2,0
1912,1912,Samurai Jack (TV Series 2001–2004),8.2,8430_2,1
1913,1913,Keeping Clean and Neat (1956),2.1,6749_3,0
1914,1914,Julius Caesar (1911),3.8,5997_7,0
1915,1915,Fahrenheit 9/11 (2004),7.5,7611_7,0
1916,1916,Tooth (2004),2.5,6292_8,1
1917,1917,After the Sunset (2004),6.3,11314_1,0
1918,1918,Ultraviolet (2006),4.4,5143_2,0
1919,1919,Saint Ralph - Ich will laufen (2004),7.6,9517_2,0
1920,1920,Schildkröten können fliegen (2004),8,8259_2,0
1921,1921,The Trials of Darryl Hunt (2006),7.7,5114_8,1
1922,1922,Piranha 3D (2010),5.6,3574_9,1
1923,1923,It's a Boy Girl Thing (2006),6.4,11464_3,0
1924,1924,Twen-Police A Time of Hyacinths (TV Episode 1970),7.3,11457_10,1
1925,1925,Mystery Science Theater 3000 Boggy Creek II: And the Legend Continues (TV Episode 1999),8.8,2496_3,0
1926,1926,Newhart Heaven Knows Mr. Utley (TV Episode 1983),8.4,6795_1,0
1927,1927,Cinema Paradiso (1988),8.5,1904_2,0
1928,1928,Before Sunrise - Zwischenstopp in Wien (1995),8.1,11524_2,0
1929,1929,Following (1998),7.6,8223_1,0
1930,1930,Quiz Show - Der Skandal (1994),7.5,5566_3,0
1931,1931,Bis zum letzten Mann (1948),7.7,3550_7,1
1932,1932,Die Kunst zu gewinnen - Moneyball (2011),7.6,6059_10,1
1933,1933,Final Fantasy - Die Mächte in dir (2001),6.5,4580_10,0
1934,1934,Mediterraneo (1991),7.4,177_1,0
1935,1935,The Purple Rose of Cairo (1985),7.7,8790_8,1
1936,1936,Der blutige Pfad Gottes (1999),7.9,7784_1,0
1937,1937,Whale Rider (2002),7.7,11892_1,0
1938,1938,Selbst ist die Braut (2009),6.7,6235_10,1
1939,1939,Boyfriend (Ihr Liebhaber) (1971),8,6493_4,0
1940,1940,Summertree (1971),6.1,764_8,1
1941,1941,Henry: Portrait of a Serial Killer (1986),7.1,4052_7,0
1942,1942,Alien Desperados (1994),5.2,1663_1,0
1943,1943,Carla's Song (1996),6.9,10437_1,0
1944,1944,Postman (1997),5.9,1009_3,0
1945,1945,Ausgerechnet Wolkenkratzer (1923),8.3,11664_4,0
1946,1946,Corregidor (1943),5.3,8909_10,1
1947,1947,Dae Jang-hwa Hong-ryeon jeon (1962),6.9,9200_3,1
1948,1948,Der Glücksbringer (2007),5.6,7919_9,1
1949,1949,Maurice Richard (2005),7.7,8603_1,0
1950,1950,King of Queens Bed Spread (TV Episode 2003),8.2,6976_2,0
1951,1951,Hitchcocked! (TV Movie 2006),7,4261_1,0
1952,1952,In Search of a Midnight Kiss (2007),7.3,6636_1,0
1953,1953,JCVD (2008),7.2,10707_9,1
1954,1954,Attack the Block (2011),6.6,1155_7,1
1955,1955,Die Simpsons The Real Housewives of Fat Tony (TV Episode 2011),6.7,7050_4,1
1956,1956,Inja bedoone man (2011),8.2,1360_3,0
1957,1957,Nie wieder Sex mit der Ex (2008),7.3,8176_7,1
1958,1958,Two Lovers (2008),7.1,3301_8,1
1959,1959,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3 - The Criminal Projective (Video Game 2008),7.8,6684_3,0
1960,1960,Safe House (2012),6.8,2742_3,0
1961,1961,O chyom eshchyo govoryat muzhchiny (2011),6.5,7159_4,0
1962,1962,Meine drei Söhne (TV Series 1960–1972),7.2,8944_3,0
1963,1963,Doctor Faustus (1967),5.8,2077_4,0
1964,1964,Junges Blut für Dracula (1970),5.8,7145_10,1
1965,1965,Liebesgrüße aus Pistolen (1972),6.1,6216_7,0
1966,1966,Cherie Bitter (1973),7.1,8606_9,1
1967,1967,The All-New Super Friends Hour (TV Series 1977–1978),7,10608_10,1
1968,1968,Die Weltraum-Akademie (TV Series 1977–1979),7.1,8441_4,0
1969,1969,Der Tod kommt zweimal (1984),6.7,1782_8,1
1970,1970,Der Läufer (1990),8,10939_8,1
1971,1971,Magere Zeiten (1984),6.6,2702_7,1
1972,1972,Doogie Howser (TV Series 1989–1993),6.6,9210_1,0
1973,1973,Wildes Land (TV Mini-Series 1993),7.2,9075_8,1
1974,1974,Ricki Lake (TV Series 1992–2004),4.1,3412_3,0
1975,1975,Poetic Justice (1993),5.7,2859_8,1
1976,1976,The City (1939),5.9,6326_4,0
1977,1977,Die Flügel der Taube (1997),7.1,94_2,0
1978,1978,Lost in Space (1998),5,3691_10,1
1979,1979,Any Bonds Today? (1942),5.9,2679_9,1
1980,1980,Boys and Girls (2000),5.3,1568_4,1
1981,1981,Das Geheimnis des Meisters (2000),6.3,3540_9,1
1982,1982,Divorce Court (TV Series 1999–2014),3.6,3710_10,1
1983,1983,Raakh (1989),7.8,5691_1,0
1984,1984,Anything Else (2003),6.4,9699_10,0
1985,1985,Conker: Live and Reloaded (Video Game 2004),8.1,9207_4,0
1986,1986,Keith (2008),7.6,286_1,0
1987,1987,Darkstalkers: The Night Warriors (Video Game 1994),6.9,10891_1,0
1988,1988,Borderland (2007),5.6,6177_8,1
1989,1989,The Resurrection Apprentice (2005),7.7,9817_2,0
1990,1990,Vesti la giubba (1926),5.5,8871_9,1
1991,1991,Get Smart The Reluctant Redhead (TV Episode 1968),8.3,290_1,0
1992,1992,Gravity (2013),8.1,8388_9,1
1993,1993,The Illusionist - Nichts ist wie es scheint (2006),7.6,9195_7,1
1994,1994,Fantastic Four: Rise of the Silver Surfer (2007),5.6,1164_9,1
1995,1995,Der Wüstenplanet (1984),6.6,2332_8,1
1996,1996,Alice im Wunderland (1951),7.4,5406_7,1
1997,1997,White Squall - Reißende Strömung (1996),6.6,2476_3,0
1998,1998,True Grit - Vergeltung (2010),7.7,11381_3,0
1999,1999,Im Netz der Leidenschaften (1946),7.6,6518_10,1
2000,2000,Bumbai (1995),7.9,3474_1,0
2001,2001,Die Croods (2013),7.3,603_8,1
2002,2002,Operation Pazifik (1964),5.9,5448_4,0
2003,2003,Der glücklichste Millionär (1967),6.9,3624_8,0
2004,2004,Sie leben! (1988),7.3,11569_1,0
2005,2005,Himmel über der Wüste (1990),6.8,9353_8,1
2006,2006,Schlaflos in Seattle (1993),6.8,3119_2,0
2007,2007,Leben! (1994),8.2,382_4,0
2008,2008,Die Abenteuer von Pluto Nash (2002),3.7,8569_8,1
2009,2009,Ricordati di me (2003),6.5,2312_10,1
2010,2010,Tropical Malady - Liebe kennt nur den Moment... (2004),7.2,7531_1,0
2011,2011,Beowulf & Grendel (2005),5.9,7150_4,1
2012,2012,Salaam Namaste (2005),6.3,5496_8,1
2013,2013,Stop-Loss (2008),6.5,1979_1,0
2014,2014,Battlestar Galactica Flight of the Phoenix (TV Episode 2005),7.8,4158_2,0
2015,2015,Jack und Jill (2011),3.5,4790_7,1
2016,2016,Baarìa - Eine italienische Familiengeschichte (2009),6.9,11971_1,0
2017,2017,Dostana (2008),6.5,197_10,1
2018,2018,Der Idiot (1951),7.5,3453_8,1
2019,2019,70th Golden Globe Awards (2013),7.3,915_4,0
2020,2020,Almost Human (TV Series 2013– ),8.3,6991_2,0
2021,2021,Mitternachtsspitzen (1960),6.9,7524_9,1
2022,2022,Der gebrochene Pfeil (1950),7.3,7474_4,0
2023,2023,Real World/Road Rules Challenge Physically and Mentally Challenged: The 25 Most Unforgettable Challenge Moments (TV Episode 2008),7.6,284_2,0
2024,2024,Cinemania (TV Series 1998– ),7.1,12483_7,1
2025,2025,Kung Fu Panda 2 (2011),7.3,1141_10,1
2026,2026,Shut Up Little Man! An Audio Misadventure (2011),6.6,7739_1,0
2027,2027,Exit Humanity (2011),5.4,6488_3,0
2028,2028,The Big Picture (TV Series 2011– ),8.3,3117_1,0
2029,2029,Der Bettelpoet (1927),7.8,6224_8,1
2030,2030,Dünkirchen (1958),7,9737_4,0
2031,2031,Alle lieben Pollyanna (1960),7.3,2399_10,1
2032,2032,Red Wedding Night (1970),6.4,1044_8,1
2033,2033,Die sieben goldenen Vampire (1974),6,1153_8,1
2034,2034,Dr. Alien (1989),3.7,11664_9,1
2035,2035,San lang zhi yi zu (1989),4.5,10015_4,1
2036,2036,Hellraiser 3 - Hell in Earth (1992),5.4,7622_1,0
2037,2037,Two Girls and a Guy (1997),5.6,8743_10,1
2038,2038,War of 1812 (TV Mini-Series 1999),8,356_3,0
2039,2039,Spellbound (2002),7.7,838_7,1
2040,2040,Henry VIII (TV Movie 2003),7.3,4922_10,1
2041,2041,American Masters None Without Sin (TV Episode 2003),8.1,3623_10,1
2042,2042,De grønne slagtere - en virkelig god marinade (TV Movie 2003),7.5,9424_1,0
2043,2043,Who You Callin' a Nigger? (TV Movie 2004),5.9,8473_4,1
2044,2044,Wicker Man - Ritual des Bösen (2006),3.6,9996_10,1
2045,2045,Nacho Libre (2006),5.7,11242_2,1
2046,2046,Family Guy Mr. Griffin Goes to Washington (TV Episode 2001),7.7,11889_10,1
2047,2047,Kopfgeld (1996),6.6,11131_10,1
2048,2048,Quiet Earth - Das letzte Experiment (1985),6.9,386_10,0
2049,2049,Ein süßer Fratz (1957),7.1,6534_8,1
2050,2050,Chisum (1970),6.8,11420_7,0
2051,2051,Das vergessene Tal (1971),7.4,3119_9,1
2052,2052,Eine Sommernachts-Sexkomödie (1982),6.8,2708_2,0
2053,2053,Silverado (1985),7.2,2817_10,1
2054,2054,Katharine Hepburn: All About Me (TV Movie 1993),7.6,9425_7,1
2055,2055,Grand Theft Auto: San Andreas (Video Game 2004),9.5,11019_2,0
2056,2056,Unthinkable (2010),7.1,1747_1,0
2057,2057,Auf brennender Erde (2008),6.9,4493_9,1
2058,2058,Chinatown: The Beginning and the End (Video 2007),6.1,4728_1,0
2059,2059,Orphan - Das Waisenkind (2009),7,6856_2,0
2060,2060,Futurama Overclockwise (TV Episode 2011),7.2,10273_1,0
2061,2061,Sixteen (2013),6.4,4822_8,1
2062,2062,Fonzy (2013),5.5,10475_10,1
2063,2063,The Twenty-Eight Hits for Laughs 7. Special Place: Mentioned Areallyman007's Videos I (TV Episode 2012),7.3,2678_3,0
2064,2064,Zahnfee auf Bewährung (2010),5,9979_8,1
2065,2065,In Treatment - Der Therapeut (TV Series 2008– ),8.3,8090_1,0
2066,2066,Liebe und Eis 3 (TV Movie 2008),6.4,10022_4,0
2067,2067,My Forbidden Past (1951),6.2,5137_1,0
2068,2068,The Tempest - Der Sturm (2010),5.4,6787_10,1
2069,2069,Wolken sind überall (1953),6.7,4027_9,1
2070,2070,Alone (2010),5.7,208_10,1
2071,2071,Top 1 Shark Movies (2013),7.9,569_7,1
2072,2072,Das Land des Regenbaums (1957),6.4,761_10,1
2073,2073,Die Verfluchten (1960),7,2603_9,1
2074,2074,Die unschuldigen Zauberer (1960),7.4,11692_9,1
2075,2075,Old Shatterhand (1964),6.1,4374_2,0
2076,2076,Blakes 7 (TV Series 1978–1981),7.9,5581_10,1
2077,2077,Fukushû suru wa ware ni ari (1979),7.9,10601_1,0
2078,2078,Shaan (1980),7.2,637_3,0
2079,2079,Der Bomber (1982),6.2,10238_2,0
2080,2080,Near Dark - Die Nacht hat ihren Preis (1987),7.1,6717_1,0
2081,2081,Dead Heat (1988),5.9,9145_10,1
2082,2082,Spacecop L.A. (TV Series 1989–1990),6.8,1047_4,0
2083,2083,Roger und ich (1989),7.5,6173_1,0
2084,2084,Der große Bluff (1939),7.7,985_10,1
2085,2085,Tu Chor Main Sipahi (1996),5,4964_1,0
2086,2086,Haunted Hill (1999),5.6,7104_1,0
2087,2087,Very Important Pennis (TV Series 1995– ),8.1,6293_3,1
2088,2088,Napoléon (TV Mini-Series 2002),7.3,9060_3,0
2089,2089,Bis in alle Ewigkeit (2002),6.7,1894_4,1
2090,2090,Here Come the Co-eds (1945),7.1,4650_10,1
2091,2091,In den Schuhen meiner Schwester (2005),6.5,12475_8,1
2092,2092,Mystery Science Theater 3000 Fire Maidens of Outer Space (TV Episode 1992),8.3,7563_9,1
2093,2093,Einer flog über das Kuckucksnest (1975),8.8,10996_9,1
2094,2094,Die zehn Gebote (1956),7.9,8315_4,0
2095,2095,The Wrestler (2008),8,710_3,0
2096,2096,Knight Rider (TV Series 1982–1986),6.8,3856_7,1
2097,2097,Meet the Feebles (1989),6.7,10613_8,1
2098,2098,Akte X - Die unheimlichen Fälle des FBI (TV Series 1993–2002),8.8,12141_9,1
2099,2099,Teufel in Blau (1995),6.7,4666_1,0
2100,2100,The Big Hit (1998),6.1,292_3,0
2101,2101,Zauberhafte Schwestern (1998),6,3316_7,1
2102,2102,Night of Loving Dangerously (Video 1984),7.4,10482_4,0
2103,2103,Big Daddy (1999),6.4,9703_1,1
2104,2104,Saving Ryan's Privates (1998),5,6905_9,1
2105,2105,Nayak: The Real Hero (2001),7.7,9138_10,1
2106,2106,Drei Caballeros im Sambafieber (1942),6.4,10417_2,0
2107,2107,Detective Fiction (2003),6.3,7977_1,0
2108,2108,Erbauer des Morgens (1946),7.1,9350_8,1
2109,2109,Resident Evil: Extinction (2007),6.3,4514_10,1
2110,2110,Harold & Kumar - Flucht aus Guantanamo (2008),6.7,3964_4,0
2111,2111,Animaniacs Variety Speak/Three Tenors and You're Out/Bingo (TV Episode 1995),7.8,6014_4,1
2112,2112,Tiny Toon Adventures The Return of Batduck (TV Episode 1992),7.6,10198_2,0
2113,2113,Mama (TV Series 1949–1957),8.4,9059_1,0
2114,2114,Barsaat (1949),7.8,11254_10,0
2115,2115,The Boys: The Sherman Brothers' Story (2009),7.6,2032_7,1
2116,2116,Ghajini (2008),7.3,6895_7,0
2117,2117,The Chaser (2008),7.9,6921_2,0
2118,2118,Zombie Girl: The Movie (2009),7.1,9174_8,1
2119,2119,Jianyu (2010),6.9,367_8,0
2120,2120,1911 Revolution (2011),6,11410_7,0
2121,2121,The Story of Film: An Odyssey Episode #1.7 (TV Episode 2011),7.4,9387_7,1
2122,2122,+1 (2013),5.5,2227_10,1
2123,2123,Die Simpsons Homer Badman (TV Episode 1994),9,334_2,0
2124,2124,Frisky Dingo (TV Series 2006– ),8.3,334_9,1
2125,2125,Eureka: Hide and Seek (TV Series 2006– ),8,10893_8,1
2126,2126,Heroes Unmasked Growing Pains (TV Episode 2007),5.8,9414_10,1
2127,2127,Die Gejagten (1952),7,9725_1,0
2128,2128,We Are Family (2010),5.5,10779_9,0
2129,2129,Do Dooni Chaar (2010),7.7,8654_8,1
2130,2130,Cinemassacre's Monster Madness Frankenstein (TV Episode 2011),7.8,9032_7,1
2131,2131,Resurrection (TV Series 2014– ),7.7,9775_4,0
2132,2132,The Tomorrow People (TV Series 2013–2014),7.5,7687_1,0
2133,2133,Skinwalker Ranch (2013),5,12206_4,0
2134,2134,A Story of Children and Film (2013),7.2,7720_8,1
2135,2135,Weites Land (1958),7.9,6774_9,1
2136,2136,Zeit des Flieders (1928),8.4,12469_1,0
2137,2137,Hängt ihn höher (1968),7,7249_2,0
2138,2138,Thomas Crown ist nicht zu fassen (1968),7,5146_3,1
2139,2139,Darling Lili (1970),6.2,8629_7,0
2140,2140,The Gay Diplomat (1931),4.6,5292_3,1
2141,2141,Lawinenexpress (1979),4.7,8937_7,1
2142,2142,Dung fong tuk ying (1987),7.4,9221_4,1
2143,2143,Tai-Pan (1986),5.4,3203_8,0
2144,2144,Das vierte Protokoll (1987),6.4,6964_2,0
2145,2145,Camille Claudel (1988),7.3,6120_8,1
2146,2146,Und das Leben geht weiter (1992),7.9,6962_9,1
2147,2147,Noch dümmer (1997),5.7,4139_1,0
2148,2148,Awwal Number (1990),5.5,3957_4,0
2149,2149,Jurassic Park III (2001),5.9,9305_3,0
2150,2150,Super Mario Bros. (Video Game 1985),9,6863_1,0
2151,2151,Save the Last Dance (2001),6.1,2164_4,1
2152,2152,Gilmore Girls (TV Series 2000–2007),8,12378_7,1
2153,2153,Stranded (2001),5.4,10834_10,1
2154,2154,Der Weg nach Utopia (1945),7.6,633_10,1
2155,2155,Die Nibelungen (TV Movie 2004),6.7,10071_8,1
2156,2156,Eine schrecklich nette Familie Desperately Seeking Miss October (TV Episode 1989),7.6,8167_1,0
2157,2157,Mafia! - Eine Nudel macht noch keine Spaghetti! (1998),5.5,4232_9,1
2158,2158,Shrek 2 - Der tollkühne Held kehrt zurück (2004),7.3,6710_8,1
2159,2159,Andromeda - Tödlicher Staub aus dem All (1971),7.3,6055_1,0
2160,2160,Special Forces (2011),6.3,8169_8,1
2161,2161,Der verbotene Schlüssel (2005),6.5,10291_9,1
2162,2162,Harry Potter und der Orden des Phönix (2007),7.4,8149_10,1
2163,2163,Nur für Offiziere (1964),7.4,2499_10,1
2164,2164,Die erste Fahrt zum Mond (1964),6.7,4370_2,0
2165,2165,Mike Hammer (TV Series 1984–1989),6.9,4031_1,0
2166,2166,Mr. Bean (TV Series 1990–1995),8.6,11372_3,0
2167,2167,Wer ist Harry Crumb? (1989),5.7,9619_1,0
2168,2168,Henry & June (1990),6.4,8822_4,0
2169,2169,Das Geheimnis des Seehundbabys (1994),7.5,7096_10,1
2170,2170,Tank Girl (1995),5.1,7009_10,1
2171,2171,Erin Brockovich (2000),7.3,2442_10,1
2172,2172,You Were Never Lovelier (1942),7.4,442_10,1
2173,2173,O kalyteros mou filos (2001),5.5,4783_1,0
2174,2174,On the Road - Unterwegs (2012),6.1,11837_9,1
2175,2175,Suchîmubôi (2004),6.9,5214_8,1
2176,2176,Madagascar 2 (2008),6.8,134_8,1
2177,2177,Gefangen (1949),7.2,10948_1,0
2178,2178,Darjeeling Limited (2007),7.2,3011_7,1
2179,2179,Cadillac Records (2008),6.9,4339_4,0
2180,2180,Liebe (2012),7.8,9638_3,1
2181,2181,Caitlin - Mein Geist der Weihnacht (TV Movie 2010),5.6,7186_7,1
2182,2182,Immer Ärger mit Harry (1955),7.2,7702_2,0
2183,2183,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010),7.7,6586_8,1
2184,2184,Brothers Bloom (2008),6.9,2420_8,1
2185,2185,Golmaal Returns (2008),4.8,1911_8,0
2186,2186,Fred Fred: A Star in His Own Mind (TV Episode 2008),3.4,4707_4,0
2187,2187,Locaciones: Buscando a Rusty James (2013),7.3,3954_10,1
2188,2188,RuPaul's Drag Race Draggle Rock (TV Episode 2013),7.8,12071_3,1
2189,2189,Mammon Kapittel 1: Offeret (TV Episode 2014),7.1,10010_9,1
2190,2190,Mit Blut geschrieben (1959),7.2,8844_2,0
2191,2191,Ein Mann zu jeder Jahreszeit (1966),8,12312_1,0
2192,2192,Yellow Submarine (1968),7.4,4874_1,0
2193,2193,Dodeskaden - Menschen im Abseits (1970),7.6,7270_7,1
2194,2194,Die Zauberflöte (TV Movie 1975),7.8,3497_1,0
2195,2195,Das Osterman-Weekend (1983),5.9,9928_3,1
2196,2196,Rhapsodie im August (1991),7.3,11109_1,0
2197,2197,Mein Bruder Kain (1992),5.9,9016_8,0
2198,2198,Glimmer Man (1996),5.3,1125_10,1
2199,2199,Der gebuchte Mann (1997),5.4,9695_8,1
2200,2200,San Giovanni decollato (1940),6.5,5756_9,0
2201,2201,Miles Turns 21 (TV Movie 1990),4.5,11452_2,0
2202,2202,Jawan Muhabat (1971),7.1,8488_4,0
2203,2203,The Screen Writer (1950),6.4,9825_2,0
2204,2204,Alien Evolution (TV Movie 2001),7.2,7054_7,1
2205,2205,Lan se da men (2002),7.6,4359_10,1
2206,2206,Toolbox Murders (2004),5.3,11411_8,0
2207,2207,Reine Chefsache (2004),6.5,9618_8,1
2208,2208,Eine neue Chance (2007),7.2,12226_4,1
2209,2209,Animaniacs The Carpool/The Sunshine Squirrels (TV Episode 1998),8.2,7752_10,1
2210,2210,Mein Onkel (1958),7.9,9274_3,0
2211,2211,Immer Ärger mit Bernie (1989),6.3,12069_10,1
2212,2212,Der letzte Kaiser (1987),7.8,4591_2,0
2213,2213,Faculty - Trau keinem Lehrer (1998),6.4,6065_8,1
2214,2214,Chopper (2000),7.2,2344_10,1
2215,2215,Auto Focus (2002),6.6,10299_10,1
2216,2216,Charlie Brooker's 2011 Wipe (TV Movie 2011),8.1,8934_9,1
2217,2217,Bonnie und Clyde (1967),7.9,5041_8,1
2218,2218,Jôi-uchi: Hairyô tsuma shimatsu (1967),8.3,3885_7,1
2219,2219,In schlechter Gesellschaft (1972),7.1,3994_8,1
2220,2220,James Bond 007 - Moonraker - Streng geheim (1979),6.2,11907_9,1
2221,2221,Nummer 5 lebt! (1986),6.5,10181_10,1
2222,2222,Sabotage (1936),7.2,2714_9,0
2223,2223,Friedhof der Kuscheltiere (1989),6.5,1571_8,0
2224,2224,The Princess and the Cobbler (1993),7.3,6621_4,0
2225,2225,Heartbreakers - Achtung: Scharfe Kurven (2001),6.2,1062_2,0
2226,2226,Saturday Night Live: The Best of Robin Williams (Video 1991),7.2,379_10,1
2227,2227,Sooryavansham (1999),6,62_8,1
2228,2228,Guitar o motta wataridori (1959),6,1926_8,1
2229,2229,Femme Fatale (2002),6.3,3428_7,0
2230,2230,Crank (2006),7,2175_8,1
2231,2231,Mini (2007),4.9,2006_10,1
2232,2232,Redacted (2007),6.2,8633_7,0
2233,2233,Love Aaj Kal (2009),6.8,12158_2,0
2234,2234,96 Hours - Taken 2 (2012),6.3,11572_8,1
2235,2235,The Tonight Show with Conan O'Brien Episode #1.20 (TV Episode 2009),7.5,8859_10,1
2236,2236,The Big Fat Quiz of the Year (TV Movie 2010),7.7,10919_2,0
2237,2237,Die Ferien des Monsieur Hulot (1953),7.6,4131_3,0
2238,2238,Saturday Night Live Zach Galifianakis/Of Monsters and Men (TV Episode 2013),7.7,6893_1,0
2239,2239,Hölle 36 (1954),6.7,9217_1,0
2240,2240,Stjärnorna på slottet (TV Series 2006– ),6.4,1893_2,0
